mean_absent_inflection,mean_present_inflection,median_absent,median_present,mann_whitney_U,p_value,ttest_t,ttest_p,n_absent,n_present
1996.8,2008.9,1996.1,1997.4,141.0,0.3699,-2.192,0.0351,19,18
