pub_year,A -- General Works,B -- Philosophy / Psychology / Religion,C -- Auxiliary Sciences of History,D -- World History,E -- American History,F -- Local History (Americas),G -- Geography / Anthropology,H -- Social Sciences,J -- Political Science,K -- Law,L -- Education,M -- Music,N -- Fine Arts,P -- Language & Literature,Q -- Science,R -- Medicine,S -- Agriculture,T -- Technology,U -- Military Science,V -- Naval Science,Z -- Bibliography / Library Science
1935,13855,62248,10690,70307,22924,27029,13149,52485,16638,32034,19618,57293,19373,167850,43234,16186,9563,27071,4137,2079,14701
1936,14016,63838,10950,72394,23221,27856,13598,54716,17155,32646,20236,59109,19964,172788,44453,16646,9928,28003,4236,2129,15186
1937,14137,65442,11270,74640,23535,28676,14059,57039,17699,33393,20867,61093,20575,177819,45719,17105,10304,29009,4358,2188,15727
1938,14287,67006,11544,76858,23892,29559,14488,59432,18263,34128,21517,63271,21154,182833,46965,17603,10675,30013,4473,2246,16209
1939,14412,68469,11848,79179,24241,30431,14930,61945,18862,34835,22251,65441,21737,187726,48272,18124,11079,31114,4628,2315,16716
1940,14556,70096,12178,81738,24615,31278,15325,64531,19428,35524,22906,67693,22319,192963,49458,18674,11448,32273,4824,2392,17269
1941,14736,71504,12500,84039,25012,32142,15696,66970,19938,36148,23541,69794,22845,197833,50662,19236,11833,33494,5086,2489,17752
1942,14872,72952,12795,86605,25407,32958,16047,69243,20426,36736,24060,71821,23360,202575,51826,19811,12209,34743,5437,2600,18216
1943,14990,74318,13021,89153,25762,33696,16394,71174,20887,37294,24533,73771,23920,207313,52945,20374,12570,35964,5733,2745,18594
1944,15096,75599,13205,91415,26077,34388,16712,73024,21337,37782,25065,75805,24480,212050,53953,20893,12886,37021,5970,2857,18909
1945,15186,76869,13401,93926,26360,35096,16991,74917,21897,38370,25518,77481,25071,216409,54802,21345,13162,37822,6120,2920,19230
1946,15323,78499,13709,96624,26728,35893,17372,77035,22519,39099,26107,79677,25836,222141,55892,21892,13534,38883,6253,2977,19600
1947,15447,80164,14063,98958,27075,36618,17808,79182,23105,39979,26769,81873,26715,227848,57159,22424,13999,40092,6360,3047,20019
1948,15593,81896,14357,101219,27406,37321,18320,81372,23849,40917,27549,84575,27710,232891,58673,22906,14443,41349,6474,3118,20454
1949,15747,83598,14703,103374,27720,38083,18907,83823,24519,41918,28368,87439,28658,238275,60254,23425,14980,42775,6577,3195,20916
1950,15918,85607,15063,105804,28094,38974,19508,86507,25151,43084,29309,90373,29656,244437,61997,23955,15485,44283,6720,3281,21533
1951,16084,87381,15399,108001,28422,39713,20136,89033,25776,44142,30169,93104,30487,250166,63633,24509,15986,45630,6898,3372,22049
1952,16265,89239,15729,110233,28816,40426,20767,91524,26392,45197,30992,95584,31345,256315,65298,25068,16521,47023,7042,3455,22576
1953,16446,91262,16133,112444,29184,41243,21450,94072,26977,46323,31917,97957,32237,262557,67049,25600,17134,48498,7193,3542,23119
1954,16624,93339,16519,114610,29569,42117,22081,96695,27648,47598,32838,99795,33169,268758,68807,26177,17722,49968,7366,3631,23655
1955,16893,95514,16918,117018,29941,42972,22740,99535,28399,48883,33861,101621,34132,275105,70622,26764,18320,51604,7532,3744,24273
1956,17114,97775,17327,119435,30378,43869,23465,102518,29150,50155,34906,103495,35120,281487,72498,27307,18861,53205,7722,3862,24874
1957,17305,100016,17702,122027,30801,44759,24128,105545,29880,51530,35937,105714,36169,288333,74516,27932,19401,54691,7924,3957,25461
1958,17526,102342,18173,124741,31239,45649,24894,108831,30639,52937,37039,108063,37360,294997,76699,28621,19952,56420,8135,4052,26179
1959,17788,104877,18954,127535,31796,46612,25691,112584,31481,54405,38323,110812,38635,301929,79252,29309,20525,58266,8342,4175,26936
1960,18127,107962,19761,131100,32443,47846,26676,117136,32515,56056,39959,114146,40124,310755,82344,30122,21272,60507,8599,4309,27935
1961,18382,111122,20337,134601,33122,49078,27663,121711,33520,57862,41632,117154,41546,319676,85431,30955,21922,62624,8827,4445,28853
1962,18648,114774,20951,138646,33836,50383,28729,126977,34693,59780,43485,120479,43185,332239,88783,31905,22668,65040,9136,4578,29873
1963,19019,119029,21603,142876,34575,51675,29925,132768,35913,61901,45522,124293,44942,345215,92705,33005,23509,67730,9450,4721,30942
1964,19398,123595,22309,147796,35536,53153,31266,139300,37281,63846,47769,129141,46885,358813,96959,34287,24366,70488,9774,4856,32108
1965,19832,128509,23028,153395,36510,54742,32643,146709,38820,66397,50349,133218,49115,373983,101495,35630,25348,73804,10095,5038,33544
1966,20396,134945,23965,160380,37457,56640,34451,156315,40898,69382,53665,136538,52210,394552,107687,37740,26923,78359,10557,5300,35449
1967,21065,142349,25139,168790,38607,58924,36670,167696,43495,72953,57706,139362,55974,418119,114698,40146,28909,83962,11136,5605,37730
1968,21830,150750,26457,178564,40204,61410,39301,181296,46258,77021,62110,142833,60236,444903,122783,43160,31066,90190,11778,5966,40303
1969,22484,158729,27794,188316,42272,63860,41923,194925,48980,81087,66686,146858,64431,471484,130356,46120,33365,96496,12431,6325,42767
1970,23243,167142,29390,198469,44428,66529,44720,209923,51965,85879,71614,151161,68719,499243,138026,49188,35679,103292,13112,6696,45397
1971,24127,174876,30918,208128,46325,69028,47395,225304,54980,90488,76298,154967,73143,524998,145416,52479,37806,109717,13823,7051,48037
1972,24988,182903,32590,218102,48064,71584,50434,241360,58181,95457,81540,159073,77513,551590,152884,56107,40064,116164,14545,7387,50881
1973,25806,191203,34141,228195,49675,74384,53557,259104,61296,100713,86715,164839,82145,579123,160651,60173,42283,123056,15179,7720,53943
1974,26614,199998,35939,239095,51303,77372,57257,278778,64666,106897,92622,169944,87367,607870,169005,64528,44788,130843,15881,8068,57192
1975,27365,209723,37715,250963,52937,80562,61280,300278,68086,113606,99256,175911,92900,637822,177659,69486,47511,139324,16676,8504,60602
1976,28139,219743,39708,262721,54824,84601,65749,323298,71848,120912,106586,183653,98947,670296,186026,74874,50339,148733,17553,8945,64359
1977,28953,230302,41975,274762,56371,87680,70270,346803,75673,128700,113873,195167,105056,704151,194863,80111,53259,158575,18513,9420,68210
1978,29771,240486,45019,287021,57769,91098,74686,369791,79468,136753,120759,209700,111006,736808,203909,84936,55917,168415,19310,9854,72141
1979,30571,250400,48863,299218,59074,94503,78832,393323,83171,144897,127131,226098,116908,765947,213072,89738,58389,178048,20185,10280,75839
1980,31447,260500,52549,311807,60492,98355,83030,416890,86711,153168,132803,246833,123117,793363,222069,94783,60832,187780,21167,10685,79715
1981,32250,270569,55896,324549,61756,101731,87145,440495,90344,161431,138224,267911,129842,819880,231320,99852,63285,198154,22193,11149,83509
1982,33036,281726,60039,338054,63030,105465,91335,464849,93993,171180,143735,290266,137070,846280,240608,105060,65661,208187,23393,11564,87472
1983,33791,293044,64704,351986,64311,109461,95551,489236,97722,181438,149051,313802,144199,873348,250012,110465,68072,218381,24601,12019,91238
1984,34493,304466,68769,366498,65734,113558,99936,514292,101448,192510,154502,340203,151250,901130,260424,115928,70454,228805,25967,12476,95043
1985,35236,316032,73019,381162,67150,117894,104047,538797,105156,203038,159106,371097,158170,929554,270528,121348,72715,238990,27308,12966,98764
1986,35875,327212,77256,394609,68629,122196,107932,562239,108872,213878,163232,395293,164706,957319,280275,126692,74885,248889,28764,13442,102241
1987,36608,338919,81555,408814,70255,126513,111808,585854,112602,223943,167366,423178,171393,986025,290138,132187,77099,258261,30106,13861,105891
1988,37297,351179,86196,423869,71920,131048,115854,610354,116460,234021,171641,453449,178162,1014997,300327,137531,79288,267431,31391,14257,109580
1989,37906,363658,90506,439728,73617,135321,120191,635537,120399,244405,175921,483799,185356,1044013,310965,142848,81592,277124,32650,14656,113115
1990,38554,377323,94663,456344,75384,139479,124772,662575,124457,256727,180278,513834,192844,1074529,321938,148600,84060,287859,33899,15059,116611
1991,39148,391591,98597,473350,77432,143661,129581,689776,128689,269760,184368,536641,200617,1107775,332992,154773,86680,298587,35124,15427,119885
1992,39695,406453,102572,490642,79786,148293,134602,717588,132897,283192,188581,552697,208605,1145637,344143,161534,89308,308867,36349,15811,123188
1993,40276,421244,106281,508949,81916,152586,139876,745478,137367,296911,193028,568282,216552,1185377,354730,168260,91908,319096,37594,16227,126349
1994,40861,435860,110433,527038,84005,157247,145333,773402,142056,310737,197500,581209,224491,1226365,365270,175032,94332,328895,38743,16625,129487
1995,41462,450599,114756,545400,86136,161854,150698,798649,146445,323210,201640,592911,232259,1265043,375374,181487,96838,338797,39944,17033,132367
1996,42083,466095,119220,562872,88388,166431,156281,824318,150883,335325,205747,605520,240395,1304072,385557,188237,99287,348933,41225,17463,135003
1997,42751,481699,123842,581181,90569,171176,162154,850220,155227,349020,209998,621343,248742,1343798,395680,195347,101859,359392,42502,17873,137502
1998,43310,497616,128441,600287,92866,176256,168333,876527,159851,363970,214421,639515,257352,1384218,405735,202420,104717,369743,43821,18311,139881
1999,43746,514380,133051,620036,95110,181376,174642,902586,164572,379674,218933,660152,266059,1424159,415901,209706,107569,380140,45227,18728,142128
2000,44188,532126,138044,640867,97457,186657,181119,929640,169745,396192,223695,682838,275592,1465678,426822,216874,110565,390891,46766,19221,144420
2001,44622,549423,142348,661040,99734,191359,187516,955992,174846,412460,227894,704695,284897,1506945,437443,223819,113430,401072,48394,19670,146474
2002,45073,567487,146415,681445,102321,196058,194140,983503,180202,429377,232091,726998,294397,1549799,448355,230918,116210,411659,49972,20095,148661
2003,45447,585396,151122,701309,105331,201200,200504,1010426,185283,446768,236265,748453,303663,1590203,459272,237932,119085,422440,51533,20535,150526
2004,45819,603469,155918,722095,108297,206550,206763,1038687,190769,464300,240477,770712,312917,1630401,470323,245301,122007,433136,53073,20998,152474
2005,46194,621911,160605,744081,110887,211704,213265,1067853,196346,481356,245249,792485,322602,1674014,481487,252808,124915,443778,54726,21422,154344
2006,46576,640663,164935,765275,113341,217046,219970,1097366,202182,498246,250305,811818,332672,1718124,492989,260828,127698,455232,56627,21906,156186
2007,47003,659529,169118,786940,115677,222130,226972,1126112,208011,514688,255244,829977,342807,1762897,504744,268670,130531,466742,58530,22409,158081
2008,47395,678303,173296,808952,118154,227058,233927,1153317,213704,530874,260129,846640,353080,1807612,516242,276064,133215,477754,60287,22848,159911
2009,47753,697144,177458,830707,120599,231954,240674,1180473,219464,548932,265035,863258,363200,1853689,527343,283494,135869,488806,62025,23336,161538
2010,48103,715467,181372,852114,122655,236621,247149,1206698,224829,565768,269608,879832,373258,1900348,538188,290944,138256,499536,63736,23752,163138
2011,48462,731543,184939,871123,124551,240439,252993,1230338,229871,580738,273800,894966,381887,1943580,547925,297773,140529,509069,65139,24155,164477
2012,48702,744463,186511,884048,126370,243002,257735,1247226,233742,592171,277039,907330,387254,1978475,556406,302799,142172,516941,66273,24423,165376
2013,48802,751514,187124,888593,127718,244469,260439,1256554,235631,596845,279110,911853,389009,1996482,561740,306359,143186,521432,66870,24563,165806
2014,48830,752991,187200,889374,128228,244916,261440,1259399,236059,597480,279653,912174,389462,2001894,563802,308229,143567,522833,66988,24600,165925
2015,48832,753026,187204,889411,128244,244929,261486,1259563,236068,597492,279687,912189,389474,2002012,564102,308338,143600,522950,67000,24606,165925
2016,48832,753028,187204,889411,128244,244929,261486,1259564,236068,597492,279687,912189,389474,2002015,564106,308338,143600,522950,67000,24607,165925
2017,48832,753028,187204,889411,128244,244929,261486,1259565,236068,597492,279687,912189,389474,2002016,564106,308338,143600,522950,67000,24607,165925
2018,48832,753028,187204,889411,128244,244929,261486,1259565,236068,597492,279687,912189,389474,2002018,564106,308338,143600,522950,67000,24607,165925
2020,48832,753028,187204,889411,128244,244929,261486,1259566,236068,597492,279687,912189,389474,2002019,564106,308338,143600,522950,67000,24607,165925
