pub_year,DJK -- Eastern Europe (General) [ABSENT],DK -- Russia / Former Soviet States [ABSENT],DS -- Asia [ABSENT],DT -- Africa [ABSENT],E18 -- African American History (E185) [ABSENT],E99 -- Native Americans (E99) [ABSENT],HA -- Statistics [ABSENT],HB -- Economic Theory [ABSENT],HC -- Economic History [ABSENT],HD -- Land/Agriculture Economics [ABSENT],HE -- Transportation & Communications [ABSENT],HF -- Commerce [MERGED],HG -- Finance [ABSENT],HJ -- Public Finance [MERGED],HM -- Sociology [ABSENT],HN -- Social History & Conditions [ABSENT],HQ -- Family / Gender / Sexuality [ABSENT],HS -- Societies / Clubs [ABSENT],HT -- Communities / Classes / Race [ABSENT],HV -- Social Pathology / Criminology [ABSENT],HX -- Socialism / Communism / Anarchism [ABSENT],PA -- Classical Languages & Literature [MERGED],PB -- Celtic Languages [MERGED],PC -- Romanic Languages [MERGED],PD -- Germanic Languages [MERGED],PE -- English Language [MERGED],PF -- West Germanic Languages [MERGED],PG -- Slavic Languages & Literatures [ABSENT],PH -- Uralic & Basque Languages [ABSENT],PJ -- Oriental Languages & Literature [ABSENT],PK -- Indo-Iranian Languages [ABSENT],"PL -- Languages of E Asia, Africa, Oceania [ABSENT]",PM -- Hyperborean/Indigenous Languages [ABSENT],PN -- General Literature [MERGED],PR -- English Literature [MERGED],PS -- American Literature [MERGED],PT -- Germanic Literature [MERGED]
1957,1,368,622,224,62,22,71,146,393,808,141,380,199,87,69,104,157,24,37,245,119,74,18,112,17,124,32,631,35,152,226,257,16,602,408,429,294
1958,0,340,702,231,68,17,76,158,492,827,148,421,218,113,77,105,153,20,48,258,116,88,12,108,13,91,30,636,40,181,255,300,21,517,424,387,228
1959,2,335,697,249,79,38,66,187,591,958,175,440,276,100,79,142,195,16,50,298,132,111,15,113,18,131,37,548,37,153,313,310,25,639,398,463,272
1960,1,420,904,412,81,24,95,210,669,1264,219,485,297,124,102,166,281,15,64,344,143,154,22,146,14,130,37,627,46,316,496,565,29,767,566,507,347
1961,1,348,838,432,92,33,73,233,733,1262,222,507,284,128,111,182,217,23,65,327,156,122,26,167,10,160,47,629,61,315,620,506,25,736,608,534,318
1962,2,353,1162,452,95,54,104,241,832,1357,248,514,349,134,156,202,296,15,89,389,260,163,32,162,24,161,59,655,68,358,2541,1292,27,938,691,585,523
1963,0,383,1291,398,127,52,113,273,912,1539,270,612,355,140,164,231,316,36,104,404,245,193,23,192,24,180,54,818,110,344,1930,1221,20,1014,794,607,634
1964,1,415,1427,494,170,38,142,316,989,1720,350,669,389,155,199,265,314,29,155,477,284,195,30,233,35,190,69,875,116,444,1925,1190,38,1066,894,638,747
1965,0,435,1474,559,176,59,143,403,1139,1921,382,686,467,182,219,335,390,38,209,532,270,263,26,251,27,242,96,877,119,467,2111,1170,42,1176,1080,729,1032
1966,0,507,1773,632,166,52,167,480,1349,2640,488,929,609,226,285,360,485,52,325,709,366,352,40,377,65,369,139,1507,152,518,2312,1438,51,1553,1792,884,1930
1967,1,786,2021,718,235,79,184,557,1649,3070,654,1125,713,313,295,378,613,65,420,827,384,594,66,448,75,410,150,1457,149,469,2294,1583,40,1802,1921,1026,2238
1968,0,684,2226,810,361,66,231,704,1875,3569,797,1264,851,379,372,531,748,78,514,1055,475,572,83,447,72,482,175,2048,200,491,2365,1662,47,2149,2348,1397,2326
1969,2,662,2207,997,523,86,213,643,1908,3508,762,1293,843,342,411,573,751,56,575,1069,535,555,56,391,45,445,184,2089,228,563,2262,1473,57,2147,2654,1511,2086
1970,5,856,2352,961,498,137,260,769,2138,3790,752,1300,829,374,485,672,853,54,654,1230,665,575,67,488,68,453,168,2041,271,618,2206,1500,58,2242,3187,1614,2232
1971,3,707,2244,861,470,134,289,856,2213,3775,817,1299,832,368,520,724,897,52,663,1280,613,494,55,584,57,423,146,2021,252,529,1760,1599,50,2166,2613,1588,2037
1972,4,729,2308,857,413,155,298,841,2263,3969,764,1322,917,349,527,757,1013,67,781,1398,625,532,73,654,67,408,171,1943,316,574,1836,1700,69,2340,2571,1541,2082
1973,2,719,2214,850,335,155,263,957,2459,4563,848,1424,894,411,618,803,1078,65,888,1573,666,498,88,702,57,363,213,1938,433,536,1414,1265,88,2324,2883,1539,2283
1974,10,775,2282,868,276,264,332,1138,2501,5301,979,1541,1051,443,562,847,1185,79,933,1738,811,467,68,1105,65,334,213,1928,507,530,1175,1180,89,2583,2837,1510,2995
1975,16,811,2467,901,285,203,328,1168,2678,5940,1003,1741,1194,487,582,915,1480,108,885,1829,904,477,84,998,65,392,229,2070,518,547,1335,1336,77,2664,2781,1605,3210
1976,12,830,2420,973,351,184,403,1305,2786,6487,992,1845,1225,474,629,1001,1536,80,1019,2010,954,501,123,1221,84,355,227,2414,574,562,1479,1467,128,2719,3069,1708,3634
1977,29,1056,2529,904,292,185,326,1268,2766,6650,1106,1989,1204,537,573,980,1549,79,975,2223,1054,451,143,1198,85,424,236,2872,748,545,1811,1527,99,2960,3630,1731,3330
1978,26,1009,2753,934,274,173,311,1217,2711,6456,1003,1981,1203,532,579,1016,1641,79,934,2189,908,467,141,1163,86,433,190,3115,717,631,2162,1782,100,2772,3071,1532,2972
1979,30,1061,3141,870,244,192,242,1153,2757,7143,1004,1961,1276,551,633,936,1807,72,845,2052,873,565,109,937,72,419,212,2890,587,616,2039,2621,112,2618,1974,1543,2176
1980,27,1099,3935,907,316,171,305,1210,2841,7031,929,2040,1256,546,580,969,1824,89,717,2166,841,465,82,785,56,433,171,2046,433,868,1868,4186,131,2824,2215,2411,1585
1981,32,974,4617,842,306,136,433,1201,2880,7023,948,2015,1306,545,616,897,1796,80,739,2083,828,463,75,650,69,467,184,1833,257,837,1659,4989,91,2885,2246,2629,1409
1982,39,975,5451,802,301,162,364,1177,3068,7493,966,2084,1362,545,613,958,1759,93,808,1990,854,490,77,644,50,487,162,1782,294,930,1196,5168,69,2986,2353,2656,1352
1983,49,930,5716,766,313,163,397,1244,3212,7253,930,2249,1449,568,544,908,1745,114,688,1951,961,528,94,716,48,520,174,1830,350,890,1118,5357,104,3183,2468,2767,1348
1984,42,1001,5886,805,351,144,324,1319,3210,7504,911,2356,1499,636,550,940,1833,102,695,2072,918,549,86,677,61,535,185,1870,473,877,951,5251,83,3229,2669,3044,1292
1985,41,1021,6035,854,345,165,256,1307,3230,7176,931,2235,1504,622,506,947,1892,101,688,2079,857,454,64,716,66,545,172,1830,452,755,1011,5517,100,3261,2587,3189,1285
1986,46,975,5549,872,350,156,238,1220,3136,7000,783,2070,1584,583,495,943,1738,114,602,1990,770,432,82,728,64,518,205,1576,288,793,1084,5067,72,3074,2660,3165,1304
1987,35,1138,6086,874,388,169,237,1231,3203,6759,759,2137,1619,589,573,902,1816,123,649,2048,778,506,60,769,46,484,184,1638,340,884,1431,4605,116,3290,2608,3525,1376
1988,51,1140,6516,840,419,159,233,1269,3301,7033,794,2268,1553,615,576,946,2033,108,735,2067,771,430,61,738,56,429,181,1616,345,908,1458,4604,88,3319,2523,3454,1748
1989,57,1178,6773,938,425,183,214,1284,3519,7217,812,2287,1572,636,555,992,2101,115,752,2244,707,452,72,743,56,480,237,1662,350,998,1629,4456,132,3327,2580,3498,1370
1990,115,1353,6687,969,495,198,262,1235,3752,7327,936,2663,1829,616,620,1032,2281,88,848,2732,651,488,71,808,49,554,164,1849,402,999,1489,4563,122,3403,2675,3803,1472
1991,119,1508,6890,956,514,256,364,1277,3646,7258,881,2699,1895,612,658,1054,2426,96,775,2750,623,552,80,885,69,580,218,2052,348,794,2167,4821,108,3457,2936,4040,1508
1992,77,1589,6787,988,524,248,316,1229,3819,6975,911,2861,2083,619,711,1099,2569,82,819,2998,546,562,107,815,64,601,219,2284,334,888,2628,5501,117,3843,3211,4280,1651
1993,94,1933,7127,972,600,260,310,1137,3790,7082,905,2939,2037,591,672,1135,2632,127,812,3016,502,600,127,816,80,634,240,3007,310,979,2527,5396,141,3939,3291,4809,2018
1994,84,1854,6399,1014,489,283,286,1257,3653,7041,926,2814,2002,534,734,1187,2841,113,853,3038,467,554,120,896,73,603,229,3449,373,989,2699,4816,130,4159,3224,4909,2080
1995,89,1981,6163,906,563,256,267,992,3283,6165,876,2383,1876,536,672,1155,2798,85,723,2882,397,592,115,921,61,585,212,3142,439,990,2417,3900,113,4123,3368,5014,2278
1996,80,1983,6185,996,613,278,260,1029,3107,6183,938,2420,1912,522,734,1229,2785,124,816,3020,443,491,116,802,57,598,237,3199,359,938,2525,3842,140,4310,3329,5415,2399
1997,87,2298,6771,959,581,247,300,1065,3217,6177,893,2447,2064,459,711,1080,2911,103,849,3023,438,617,105,793,65,625,244,3591,383,1012,2687,4042,133,4407,2941,5218,2275
1998,79,2344,6819,1085,573,239,217,1133,3275,6199,836,2406,2119,525,750,1177,2936,127,781,3283,367,638,109,840,67,656,218,3675,334,1219,2443,3713,145,4371,3357,5329,2334
1999,82,2256,7216,1203,574,214,296,1029,3150,5876,895,2401,2128,557,846,1171,2953,138,767,3331,361,648,114,858,49,581,192,3793,364,1347,1770,3329,137,4585,3428,5400,2548
2000,78,2394,7419,1293,593,238,243,1008,3259,6128,863,2516,2011,508,932,1293,3190,141,896,3527,352,586,145,986,53,636,217,3697,365,1379,1281,3465,130,4891,3810,5683,2438
2001,74,2491,7365,1235,555,212,266,1059,3085,5799,792,2493,2171,505,962,1314,2867,141,814,3540,370,731,120,960,60,591,170,4041,445,1289,1102,3420,155,4674,3778,5616,2223
2002,70,2557,7744,1310,608,278,236,1293,3370,5909,825,2476,2063,565,1030,1324,2933,136,883,3893,398,659,112,939,51,743,182,4503,340,1311,1416,3827,138,5079,3769,5913,2101
2003,50,2461,7713,1308,726,320,210,1020,3184,6033,800,2440,2262,551,977,1350,2807,151,867,3744,360,605,113,968,47,727,192,3545,369,1281,1662,3538,126,4848,3495,6514,1704
2004,67,2497,8376,1226,688,317,188,1876,3011,6433,812,2426,2196,541,1073,1458,2963,137,923,3720,345,601,110,867,43,706,181,3827,433,1235,1669,3680,111,4999,3315,6558,1839
2005,63,2485,8655,1376,635,239,168,1918,3097,6786,773,2470,2196,496,1098,1495,3082,152,961,3901,381,632,116,921,48,817,199,3865,445,1252,1801,3732,92,5405,3753,6852,1984
2006,73,2528,8525,1281,633,186,148,1413,3207,6992,868,2631,2111,521,1174,1422,3108,147,1031,4186,386,665,100,1015,39,906,159,3613,481,1263,1854,4042,96,5611,3498,6779,1927
2007,63,2626,9170,1379,625,232,175,1780,3158,6571,799,2522,1744,432,1126,1483,3151,147,1010,4009,442,673,112,1008,36,691,186,3198,406,1233,1956,4402,149,5709,3803,6767,1704
2008,58,2758,9384,1266,654,194,194,1387,3024,6147,775,2299,1884,458,1132,1440,2910,138,956,3864,435,592,108,886,41,809,168,3218,406,1395,1992,4398,106,5885,3940,6815,1724
2009,74,2520,9188,1258,641,176,118,1454,2901,6157,744,2233,1917,411,1229,1419,2808,160,1044,3931,432,718,113,977,41,751,157,3093,553,1466,1963,4568,107,5919,3874,6940,1939
2010,57,2371,8998,1220,548,187,135,2059,2786,5714,677,2139,1587,387,1261,1305,2649,145,968,3791,439,679,103,988,47,762,147,3000,496,1404,1849,4626,84,6145,3913,6757,2016
2011,42,1969,8052,1274,460,177,145,1562,2432,5256,584,1967,1425,380,1201,1180,2320,113,946,3563,393,679,85,849,34,672,161,2485,366,1192,1648,4214,82,5602,3826,6560,1836
2012,33,1098,5163,872,399,141,185,722,1674,3531,422,1538,1085,238,978,846,1844,90,641,2662,294,622,39,614,24,544,97,1394,205,819,1256,2590,47,4475,3621,6252,1351
2013,14,219,1881,369,332,98,30,408,687,2110,149,1015,712,90,639,374,1058,28,295,1515,100,283,15,208,8,410,35,308,22,286,367,768,17,2274,2073,4877,341
2014,1,25,295,88,150,36,16,135,145,623,36,376,227,20,188,79,323,4,81,554,11,63,5,23,1,195,6,33,1,36,18,50,5,562,401,1628,51
2015,0,3,12,6,3,1,5,6,1,31,2,47,8,0,12,2,14,0,1,32,0,1,0,1,0,7,0,0,0,0,0,0,0,3,2,6,0
2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
